metric,mean,count
round,3.0,17.0
client_id,1.0,17.0
silhouette_global,0.3109506873111424,17.0
silhouette_local,-0.8755248261037343,17.0
acc_superTree_localTest,0.7647058823529411,17.0
prec_superTree_localTest,0.9529411764705882,17.0
rec_superTree_localTest,0.7647058823529411,17.0
f1_superTree_localTest,0.8263305322128851,17.0
acc_superTree_globalTest,0.956140350877193,17.0
prec_superTree_globalTest,0.9568690958164642,17.0
rec_superTree_globalTest,0.956140350877193,17.0
f1_superTree_globalTest,0.9557756825927252,17.0
acc_localTree_localTest,0.9411764705882352,17.0
prec_localTree_localTest,0.9705882352941176,17.0
rec_localTree_localTest,0.9411764705882352,17.0
f1_localTree_localTest,0.9500316255534473,17.0
acc_localTree_globalTest,0.7894736842105263,17.0
prec_localTree_globalTest,0.8660287081339713,17.0
rec_localTree_globalTest,0.7894736842105263,17.0
f1_localTree_globalTest,0.791812865497076,17.0
jaccard_cov,0.44705882352941173,17.0
cov_factual_local,0.9593137254901961,17.0
cov_factual_global,0.4401960784313725,17.0
cov_interseccion,0.42892156862745096,17.0
cov_union,0.9705882352941176,17.0
ratio_has_factual,1.0,17.0
